X,Y,标注类别名称,预测类别,图像路径
-8.358099,28.201878,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\80.jpg
-7.8668704,27.64518,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\82.jpg
-6.8120484,28.427345,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\93.jpg
-8.290198,29.668825,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\96.jpg
1.1636373,11.347083,海豚,大象,E:\Image classification\1-Build a dataset\dataset\val\海豚\1.jpg
-0.15828988,17.258087,海豚,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\海豚\2.jpg
-2.090615,15.955308,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\22.jpg
-1.3310907,16.527252,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\24.png
-1.6482415,17.053274,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\27.jpg
-2.300861,16.752525,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\34.jpg
-0.6613132,15.6707325,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\36.jpg
-1.4988253,16.551481,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\38.jpg
-0.73234683,16.169266,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\43.jpg
-0.9754878,16.983038,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\44.jpg
-2.0353446,17.5793,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\46.jpg
-0.13251524,13.740532,海豚,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\海豚\54.jpg
0.37979126,16.05733,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\57.jpg
-1.893937,17.926529,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\71.jpg
-1.8670051,16.562897,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\8.jpg
0.7352262,15.852773,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\92.jpg
-4.0634093,5.6455116,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\0.jpg
-2.1231651,4.868008,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\20.jpg
-4.1225314,5.9143386,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\22.png
-4.0573516,5.754598,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\29.jpg
-3.4766576,5.296326,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\37.jpg
-3.1032257,4.520517,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\4.jpg
-3.7083733,6.2991095,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\42.jpg
-2.3499892,3.5244262,海豹,熊,E:\Image classification\1-Build a dataset\dataset\val\海豹\47.png
1.3748171,17.128738,海豹,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\海豹\51.jpeg
-3.665632,5.8776383,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\53.jpg
-1.5221277,9.99287,海豹,刺猬,E:\Image classification\1-Build a dataset\dataset\val\海豹\65.jpg
-3.7024689,2.3352542,海豹,毛毛虫,E:\Image classification\1-Build a dataset\dataset\val\海豹\68.jpg
-5.1603556,6.386862,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\72.jpg
-2.8838038,4.5636845,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\76.jpg
-2.7649999,4.0328884,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\79.jpg
14.496273,12.770696,海豹,大象,E:\Image classification\1-Build a dataset\dataset\val\海豹\90.jpg
-6.069075,-3.2115793,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\18.jpg
-5.7111216,-3.0893602,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\23.jpg
-4.9375553,-1.9913019,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\29.png
-5.069582,-2.8595827,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\3.jpg
2.9642599,18.057035,海马,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\海马\37.jpg
-4.5726027,-2.8083546,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\39.jpg
-5.0659275,-3.5415618,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\5.jpg
-5.6009874,-3.1457515,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\53.jpg
-5.9432597,-2.2191727,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\66.jpg
-5.779473,-3.121054,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\67.jpg
5.78629,20.057085,海马,水母,E:\Image classification\1-Build a dataset\dataset\val\海马\68.jpeg
-4.4880247,-1.7477694,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\77.jpg
-5.4112816,-1.5119333,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\79.jpg
-5.5849357,-4.271451,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\86.jpg
-4.614365,-2.432828,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\9.jpg
-6.8217635,-2.6157897,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\97.jpg
-13.1576805,16.176367,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\0.jpg
-13.896727,17.419739,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\100.jpg
-12.063983,16.085253,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\11.jpg
-12.891106,17.65542,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\22.jpg
-12.175269,15.994912,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\3.jpg
-12.466595,16.831942,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\30.jpg
-13.886937,16.636185,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\33.jpg
-12.39728,17.254591,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\34.jpg
-13.394133,17.177351,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\36.jpg
-10.517384,16.574842,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\51.jpg
-13.047156,16.910236,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\62.jpg
-12.663196,17.030771,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\7.jpg
-13.237617,16.79424,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\76.jpg
-11.502444,14.750207,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\85.jpg
-13.035237,14.858039,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\94.jpg
-13.280278,15.857337,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\96.jpg
25.248583,-6.9001465,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\14.jpeg
25.403122,-7.479471,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\16.jpg
25.238918,-6.5941677,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\25.jpg
23.94713,-8.050968,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\32.jpg
24.043213,-6.167917,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\36.jpg
23.492065,-7.071191,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\52.jpg
24.426708,-6.359312,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\53.jpg
25.382294,-5.9434357,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\55.jpg
25.25523,-6.737893,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\56.jpg
25.155127,-6.334865,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\61.jpg
24.684645,-7.335547,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\63.jpg
22.67672,-5.1189513,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\75.jpg
25.863356,-7.2174125,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\90.jpg
24.832163,-4.8785257,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\91.jpg
23.598478,-8.01202,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\93.jpg
23.678015,-6.310138,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\95.jpg
14.114151,-9.96709,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\10.png
14.377988,-11.698685,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\12.jpg
13.392468,-10.703982,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\18.jpg
14.506402,-10.753618,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\23.jpg
13.385832,-11.300029,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\25.jpg
13.163505,-11.160151,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\29.jpg
11.775445,-9.491755,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\33.jpg
12.375459,-11.0473,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\36.jpeg
12.56263,-10.914355,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\41.jpg
13.805061,-12.0479555,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\44.jpg
14.591675,-11.345891,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\50.jpg
13.812611,-11.086586,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\56.jpg
12.945383,-11.811263,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\76.jpg
13.2429285,-12.046467,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\79.jpg
13.1693125,-11.865363,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\85.jpg
13.505226,-11.507417,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\91.jpg
22.416832,-20.49331,熊,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊\22.jpg
0.08212269,1.1965816,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\23.jpg
0.096143186,-1.201018,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\37.jpg
-0.3851465,-3.3900063,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\45.jpg
-4.5210104,2.9388256,熊,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\熊\51.jpg
0.2937221,-0.97765046,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\52.jpg
0.9340744,1.2658085,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\56.jpg
1.0129799,0.49868676,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\64.jpg
-0.18371172,-6.027498,熊,鸽子,E:\Image classification\1-Build a dataset\dataset\val\熊\69.jpg
1.6927118,0.89199126,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\73.jpg
0.4772939,0.3584294,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\79.jpg
0.57916975,-0.29457656,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\83.jpg
1.0713397,1.2936493,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\89.jpg
3.1282687,-4.9130516,熊,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\熊\9.jpg
3.137152,0.76944107,熊,小浣熊,E:\Image classification\1-Build a dataset\dataset\val\熊\96.jpg
0.11073505,1.6337401,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\97.jpg
21.673489,-21.618986,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\0.jpeg
22.184462,-21.55404,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\100.jpeg
21.10455,-19.972048,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\18.jpg
22.768179,-20.206938,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\20.png
21.74137,-20.45121,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\23.jpg
21.249697,-20.867973,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\29.jpeg
22.387062,-21.228436,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\36.jpg
22.837997,-21.004467,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\4.jpg
21.605928,-20.924383,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\52.jpg
22.143417,-19.968548,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\56.jpg
20.751028,-21.025692,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\64.jpg
20.656307,-21.479727,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\70.jpg
22.168226,-20.74076,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\8.jpg
21.86273,-21.427256,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\84.jpg
22.975946,-20.935406,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\85.jpg
21.457977,-20.093964,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\96.png
14.909248,1.7236528,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\0.jpg
11.630838,2.320863,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\18.jpg
12.335601,0.5781785,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\30.jpeg
13.840507,2.3375988,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\31.jpg
13.306143,1.8080835,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\40.jpg
13.900554,1.4728671,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\47.jpg
14.163544,1.8570983,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\51.jpg
13.341163,1.5095139,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\52.jpg
11.461058,2.2938182,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\59.jpg
12.326748,1.9914093,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\62.jpeg
13.0982895,2.6799638,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\65.jpg
13.191543,1.0183896,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\80.jpg
11.386335,3.904945,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\82.jpg
12.974836,1.5917431,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\93.jpg
3.7647364,-11.235098,蝙蝠,大猩猩,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\94.jpg
13.801935,2.2374609,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\97.jpeg
5.6132717,27.801306,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\1.jpg
4.2853966,27.60031,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\15.jpg
6.401802,22.006067,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\23.jpg
6.53609,27.57206,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\24.jpg
5.9706755,27.073748,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\28.jpg
5.332571,27.039968,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\38.jpg
4.9850464,28.170685,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\42.jpg
5.8410015,28.61686,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\45.jpg
-12.786253,-3.9241004,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\50.jpg
5.231768,27.63704,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\51.jpg
6.025949,27.893316,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\54.jpg
5.518922,27.207958,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\55.jpg
4.9167476,26.859373,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\65.jpg
5.62864,26.885624,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\66.jpg
5.4338164,26.519602,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\69.jpg
-12.805358,-5.864125,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\94.jpg
-11.084314,-18.517893,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\16.png
-11.502832,-18.61746,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\19.jpg
-10.134339,-19.527176,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\22.jpeg
-11.386232,-18.550547,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\26.png
-10.349601,-18.235714,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\4.jpg
-9.923508,-17.4027,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\42.jpg
-9.878745,-19.762821,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\50.jpg
-9.620887,-19.587942,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\62.jpg
-11.516256,-18.500225,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\73.png
-9.61818,-19.48097,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\75.jpg
-9.709717,-18.687881,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\77.jpg
2.3171446,2.1605184,霍加狓,熊,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\81.jpg
1.250526,-20.87696,霍加狓,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\83.png
-10.216977,-19.245075,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\85.jpg
-10.381367,-19.177383,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\95.jpg
-14.507332,-3.4969833,霍加狓,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\98.png
8.743114,-19.478632,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\100.jpg
8.420938,-19.909346,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\13.jpg
9.401915,-20.029282,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\19.jpg
8.858546,-19.919586,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\29.jpg
7.694478,-21.323212,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\30.jpg
7.3275857,-20.076344,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\31.jpg
8.187326,-20.522083,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\43.jpg
8.090128,-19.336329,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\49.jpeg
7.8583403,-20.007133,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\51.jpg
7.930632,-20.565395,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\64.jpg
9.276508,-20.700361,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\66.jpg
8.78859,-19.681168,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\67.jpeg
8.453292,-20.579044,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\73.jpg
6.148848,-18.286757,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\79.jpg
7.4046345,-15.860437,马,驴,E:\Image classification\1-Build a dataset\dataset\val\马\90.jpg
7.4085255,-22.793713,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\94.jpeg
5.396976,-16.084265,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\19.jpg
5.2431464,-17.431828,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\33.jpg
6.4305196,-19.855234,驴,马,E:\Image classification\1-Build a dataset\dataset\val\驴\37.jpg
4.041885,-15.926463,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\42.jpg
6.080172,-17.210026,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\44.jpg
4.44724,-15.634523,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\49.jpg
4.7453957,-15.615805,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\55.jpg
4.14845,-15.609359,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\7.jpeg
8.6255,-21.00484,驴,马,E:\Image classification\1-Build a dataset\dataset\val\驴\70.jpg
3.7409148,-16.687172,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\71.jpg
4.2682605,-16.191484,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\76.jpg
3.341108,-15.8623295,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\83.jpg
3.0965128,-7.2844124,驴,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\驴\90.jpg
3.9993641,-15.427835,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\91.jpg
2.9668612,-16.538284,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\94.jpg
2.8285382,-20.952906,驴,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\驴\99.jpg
3.5686522,-4.6525526,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\13.jpg
2.763394,-3.7350483,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\14.jpg
0.7521797,9.332141,鬓狗,斑马,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\19.png
11.915291,-9.691264,鬓狗,灰狼,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\20.jpg
-3.445909,-1.1846039,鬓狗,海马,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\3.jpg
2.833556,-4.08001,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\30.jpg
3.7072568,-4.6356845,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\35.jpeg
4.9263997,-6.199061,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\43.jpg
4.843954,-6.231104,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\52.jpeg
5.876256,-4.625541,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\53.jpg
2.094972,7.0920796,鬓狗,树袋熊,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\54.jpg
-18.886066,-7.9076433,鬓狗,啄木鸟,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\56.jpg
7.0651135,17.33764,鬓狗,兔子,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\65.jpg
5.084632,-4.7548437,鬓狗,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\87.jpg
6.3329453,-17.308786,鬓狗,马,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\89.jpg
6.8389006,-17.122429,鬓狗,大象,E:\Image classification\1-Build a dataset\dataset\val\鬓狗\91.jpg
4.081439,13.9801235,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\1.jpg
5.1921945,13.710665,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\11.jpg
5.048001,13.614423,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\23.jpg
5.434757,13.762767,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\25.jpg
2.6611795,10.761609,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\32.jpg
5.2930017,13.68824,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\4.jpg
3.7348025,12.646822,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\41.jpg
3.5587506,18.15972,鲨鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\44.jpg
-1.6683345,2.896072,鲨鱼,熊,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\62.jpg
4.3470836,14.0091915,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\63.jpg
2.7011561,14.741859,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\74.jpg
3.0790052,14.632178,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\78.jpg
-3.2170265,12.983676,鲨鱼,鹅,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\79.jpg
5.734692,13.098407,鲨鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\88.jpg
1.8186885,14.038897,鲨鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\94.jpg
1.4023159,13.964686,鲨鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲨鱼\95.png
6.3441143,21.104395,鲸鱼,水母,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\10.png
3.2567015,15.79768,鲸鱼,鲨鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\17.png
1.876868,19.448359,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\21.jpeg
-0.50596064,17.898771,鲸鱼,海豚,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\28.jpg
1.7301191,19.639639,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\30.jpg
2.5682333,18.68832,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\36.jpg
1.6393979,18.681316,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\38.jpg
1.6985867,12.032659,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\42.jpg
-0.50649136,13.559402,鲸鱼,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\鲸鱼\5.jpeg
