图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,兔子-预测置信度,刺猬-预测置信度,啄木鸟-预测置信度,大猩猩-预测置信度,大象-预测置信度,天鹅-预测置信度,小浣熊-预测置信度,斑马-预测置信度,昆虫-预测置信度,松鼠-预测置信度,树袋熊-预测置信度,梅花鹿-预测置信度,毛毛虫-预测置信度,水母-预测置信度,河马-预测置信度,海豚-预测置信度,海豹-预测置信度,海马-预测置信度,火烈鸟-预测置信度,火鸡-预测置信度,灰狼-预测置信度,熊-预测置信度,熊猫-预测置信度,蝙蝠-预测置信度,金鱼-预测置信度,霍加狓-预测置信度,马-预测置信度,驴-预测置信度,鬓狗-预测置信度,鲨鱼-预测置信度,鲸鱼-预测置信度,鸽子-预测置信度,鹅-预测置信度,鹦鹉-预测置信度,鹬-预测置信度,麋鹿-预测置信度,图像路径,标注类别ID
E:\Image classification\1-Build a dataset\dataset\val\大象\120.jpg,4,大象,4,大象,19,火鸡,14,河马,True,0.0053871190175414085,0.0033198066521435976,0.007458677515387535,0.01956125907599926,0.6345779895782471,0.004895453806966543,0.005661791656166315,0.0033385322894901037,0.0041358922608196735,0.0072538419626653194,0.0032565847504884005,0.004200286231935024,0.010802581906318665,0.00315687945112586,0.02858445607125759,0.002411332679912448,0.0031710127368569374,0.015090051107108593,0.009715844877064228,0.12205883860588074,0.004460948519408703,0.01698380522429943,0.004886803682893515,0.010878979228436947,0.003628611331805587,0.017501702532172203,0.00581709761172533,0.005475617945194244,0.0031461797188967466,0.004358639940619469,0.0041687339544296265,0.0042889113537967205,0.0052616894245147705,0.002790017519146204,0.004250223748385906,0.004063944797962904,E:\Image classification\1-Build a dataset\dataset\val\大象\120.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\121.jpg,4,大象,4,大象,19,火鸡,3,大猩猩,True,0.014113936573266983,0.00228136102668941,0.005187099799513817,0.033549390733242035,0.6573716998100281,0.007187115028500557,0.004696983844041824,0.0029898632783442736,0.00654077623039484,0.005444127134978771,0.0061204396188259125,0.007621071767061949,0.008454445749521255,0.004201631061732769,0.03144759312272072,0.005971417296677828,0.003100498579442501,0.003906560596078634,0.014604066498577595,0.04364115372300148,0.0031715529039502144,0.002624915447086096,0.006491476204246283,0.010987374931573868,0.005078154616057873,0.0047289589419960976,0.002319866558536887,0.025629375129938126,0.010298533365130424,0.00947520136833191,0.011337152682244778,0.003884056117385626,0.02165931649506092,0.005331768654286861,0.004276926163583994,0.004274100065231323,E:\Image classification\1-Build a dataset\dataset\val\大象\121.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\133.jpg,4,大象,4,大象,10,树袋熊,21,熊,True,0.0024285688996315002,0.0012195393210276961,0.0018089868826791644,0.002769382670521736,0.9243345856666565,0.0018808289896696806,0.002796789398416877,0.0016543458914384246,0.001959445420652628,0.001422196626663208,0.008746780455112457,0.0017160414718091488,0.0031303847208619118,0.0028903228230774403,0.0009752826299518347,0.002420868491753936,0.0014185725012794137,0.00165209686383605,0.0011139744892716408,0.0029035049956291914,0.0008726916275918484,0.0058287763968110085,0.001174652948975563,0.0010477124014869332,0.0018431853968650103,0.0007866559899412096,0.0011740101035684347,0.001458958606235683,0.001957968808710575,0.0024114856496453285,0.0016324407188221812,0.0027114935219287872,0.001598470495082438,0.002004047157242894,0.0024375009816139936,0.0018174219876527786,E:\Image classification\1-Build a dataset\dataset\val\大象\133.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\14.jpg,4,大象,4,大象,14,河马,3,大猩猩,True,0.007130998652428389,0.005317282397300005,0.007575212046504021,0.013229655101895332,0.8067414164543152,0.0025513425935059786,0.004592986311763525,0.0020142528228461742,0.006033829879015684,0.003379205008968711,0.007899456657469273,0.0076725659891963005,0.008439878933131695,0.005501094274222851,0.014763412065804005,0.005136844236403704,0.003728603944182396,0.005001111421734095,0.003957176581025124,0.005527116823941469,0.0037829061038792133,0.006107181776314974,0.007111087441444397,0.008236892521381378,0.007662310265004635,0.006645662244409323,0.001587218837812543,0.0035585847217589617,0.002697566756978631,0.002577753970399499,0.0029979608952999115,0.0036779071670025587,0.0034951281268149614,0.005937783047556877,0.0042439973913133144,0.0034864922054111958,E:\Image classification\1-Build a dataset\dataset\val\大象\14.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\144.jpg,4,大象,4,大象,28,鬓狗,3,大猩猩,True,0.0057408493012189865,0.0028866776265203953,0.005794746335595846,0.021464377641677856,0.8043517470359802,0.0026175747625529766,0.001969921635463834,0.0018297518836334348,0.0024386371951550245,0.002228123601526022,0.003127420786768198,0.002304001012817025,0.0024241439532488585,0.004068518057465553,0.013849843293428421,0.0023605581372976303,0.0016193983610719442,0.0035973882768303156,0.005861420650035143,0.011095772497355938,0.002548620104789734,0.004447109065949917,0.007006279192864895,0.0038394818548113108,0.0029382999055087566,0.007117127999663353,0.004070064518600702,0.0015974666457623243,0.03001427836716175,0.004347040317952633,0.002142048440873623,0.0016577760688960552,0.017369264736771584,0.004149606917053461,0.0015352301998063922,0.0035894119646400213,E:\Image classification\1-Build a dataset\dataset\val\大象\144.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\147.jpg,4,大象,10,树袋熊,12,毛毛虫,17,海马,False,0.02105943113565445,0.0008610356017015874,0.01691450923681259,0.0039451043121516705,0.01623060368001461,0.003457431448623538,0.0019304011948406696,0.006700459867715836,0.0037933634594082832,0.0016291451174765825,0.3535896837711334,0.004713811445981264,0.2581791579723358,0.04734614118933678,0.008610036224126816,0.0138038769364357,0.04187414422631264,0.07243622839450836,0.007512175012379885,0.004386907909065485,0.0039990246295928955,0.023548230528831482,0.0024221157655119896,0.00812781136482954,0.0013599451631307602,0.0041966671124100685,0.00658015301451087,0.001354915788397193,0.0019097847398370504,0.0026861547958105803,0.004325805697590113,0.004658527672290802,0.011560944840312004,0.002575094811618328,0.029265008866786957,0.0024561628233641386,E:\Image classification\1-Build a dataset\dataset\val\大象\147.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\156.jpg,4,大象,4,大象,0,兔子,19,火鸡,True,0.17984405159950256,0.008896906860172749,0.025612061843276024,0.007276819087564945,0.20139890909194946,0.003040497889742255,0.009217469953000546,0.004695446230471134,0.0023276859428733587,0.0016242258716374636,0.009731353260576725,0.007611765991896391,0.0024024106096476316,0.018053220584988594,0.026898866519331932,0.00416819890961051,0.005113238003104925,0.007633923087269068,0.057762984186410904,0.10088010132312775,0.00897263828665018,0.026258785277605057,0.01824728399515152,0.008603706024587154,0.01573641411960125,0.045941803604364395,0.0017373961163684726,0.0666552484035492,0.04458317905664444,0.03428482264280319,0.003486654022708535,0.009138504974544048,0.010668080300092697,0.013515958562493324,0.0012977237347513437,0.0066816736944019794,E:\Image classification\1-Build a dataset\dataset\val\大象\156.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\164.jpg,4,大象,4,大象,5,天鹅,24,金鱼,True,0.001866986625827849,0.0013428670354187489,0.002249864861369133,0.002294163918122649,0.9289632439613342,0.0046013398095965385,0.0015984541969373822,0.0013396104332059622,0.002277446212247014,0.001513160765171051,0.0020820533391088247,0.002156349830329418,0.001845085876993835,0.002245945855975151,0.002134480979293585,0.0028794491663575172,0.0016737092519178987,0.00196769367903471,0.002267253352329135,0.002951038535684347,0.0025397506542503834,0.0014515654183924198,0.0012218119809404016,0.0019079321064054966,0.003331134095788002,0.002136967843398452,0.0014380827778950334,0.0031820146832615137,0.0015402280259877443,0.001758422004058957,0.0019320400897413492,0.0015398558462038636,0.0017050403403118253,0.0011710823746398091,0.0019171079620718956,0.0009767498122528195,E:\Image classification\1-Build a dataset\dataset\val\大象\164.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\166.jpg,4,大象,4,大象,27,驴,34,鹬,True,0.0020919598173350096,0.0032859386410564184,0.0032536794897168875,0.0016630218597128987,0.9204834699630737,0.002480174181982875,0.001780191669240594,0.002157623879611492,0.0023834900930523872,0.002218803856521845,0.0017108526080846786,0.002221985487267375,0.003431018441915512,0.0030257918406277895,0.0014505417784675956,0.0026337781455367804,0.0019688461907207966,0.0017327714012935758,0.0018197946483269334,0.0032467241398990154,0.002398101845756173,0.0020428430289030075,0.001619662274606526,0.002183858072385192,0.0021806403528898954,0.0014919897075742483,0.001638934132643044,0.004940122365951538,0.0023171633947640657,0.0016235632356256247,0.0020665451884269714,0.0025179979857057333,0.0013786093331873417,0.0016112335724756122,0.0034494632855057716,0.001498729339800775,E:\Image classification\1-Build a dataset\dataset\val\大象\166.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\18.png,4,大象,4,大象,13,水母,23,蝙蝠,True,0.004605009686201811,0.004818999674171209,0.005758694838732481,0.003237280296161771,0.7295021414756775,0.006359893828630447,0.0034305325243622065,0.004557664506137371,0.007290737237781286,0.0036488103214651346,0.005387584678828716,0.0061292885802686214,0.004981047939509153,0.04084675386548042,0.006991895381361246,0.0037916770670562983,0.007447537500411272,0.006787300109863281,0.007051530759781599,0.0053065018728375435,0.006305925082415342,0.00511497026309371,0.005239014979451895,0.03719672933220863,0.007534816861152649,0.003825222607702017,0.007237219251692295,0.013220762833952904,0.008810571394860744,0.006148430984467268,0.006556096486747265,0.005964707583189011,0.003760426538065076,0.004636900033801794,0.008461597375571728,0.00205569202080369,E:\Image classification\1-Build a dataset\dataset\val\大象\18.png,4
E:\Image classification\1-Build a dataset\dataset\val\大象\181.jpg,4,大象,4,大象,30,鲸鱼,5,天鹅,True,0.0021183176431804895,0.0018949941731989384,0.002106074243783951,0.0017553564393892884,0.9061305522918701,0.005673473235219717,0.0027387209702283144,0.0022303650621324778,0.002710293047130108,0.0024731296580284834,0.0021613030694425106,0.0018389979377388954,0.004448832478374243,0.0023411863949149847,0.0015096876304596663,0.003398073837161064,0.0021092218812555075,0.0010153441689908504,0.002961181104183197,0.00405757874250412,0.002301272004842758,0.0014050715835765004,0.0013484403025358915,0.002297353697940707,0.002252958482131362,0.0024053866509348154,0.002275693928822875,0.004221735987812281,0.0019099970813840628,0.0025311228819191456,0.005842770915478468,0.005173844285309315,0.0013780329609289765,0.0017110215267166495,0.005586917977780104,0.0016856500878930092,E:\Image classification\1-Build a dataset\dataset\val\大象\181.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\189.jpg,4,大象,4,大象,30,鲸鱼,19,火鸡,True,0.0014809976564720273,0.0014412729069590569,0.001655611558817327,0.0034426855854690075,0.9267321228981018,0.003078725188970566,0.001467555994167924,0.000999922282062471,0.0022176820784807205,0.0019393633119761944,0.001423918642103672,0.0014558027032762766,0.0023215999826788902,0.0020234461408108473,0.0014337041648104787,0.004014302045106888,0.0019691037014126778,0.0018274900503456593,0.0018130290554836392,0.0050934841856360435,0.0013646946754306555,0.001497409539297223,0.0013900258345529437,0.0020961181726306677,0.0024835048243403435,0.0018052734667435288,0.0009690331644378603,0.0018777881050482392,0.0013938223710283637,0.001651392667554319,0.005202391650527716,0.0029880832880735397,0.0012893418315798044,0.0019221078837290406,0.003045572666451335,0.001191579969599843,E:\Image classification\1-Build a dataset\dataset\val\大象\189.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\193.jpg,4,大象,4,大象,27,驴,20,灰狼,True,0.003623092547059059,0.0031055777799338102,0.0028738065157085657,0.005096582230180502,0.8919958472251892,0.001959020271897316,0.0023087766021490097,0.0027183752972632647,0.0023830134887248278,0.0023825375828891993,0.002106368076056242,0.0023208949714899063,0.0035389221739023924,0.004795631393790245,0.0018723673420026898,0.0022901399061083794,0.0025741690769791603,0.00269941333681345,0.002381752710789442,0.0034125749953091145,0.005148411728441715,0.0027936105616390705,0.002318981336429715,0.004301726818084717,0.002717153402045369,0.002403105841949582,0.002896915189921856,0.006229260470718145,0.004377541597932577,0.002573027741163969,0.0026451440062373877,0.002918630838394165,0.0020240272860974073,0.0016625679563730955,0.003655402222648263,0.004895636346191168,E:\Image classification\1-Build a dataset\dataset\val\大象\193.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\197.jpg,4,大象,4,大象,27,驴,19,火鸡,True,0.0031644583214074373,0.00267399731092155,0.0028121033683419228,0.0025639666710048914,0.8928680419921875,0.0036156929563730955,0.00262474175542593,0.0022253524512052536,0.0026961390394717455,0.0023489438463002443,0.002130748936906457,0.004358724690973759,0.0037615764886140823,0.0036319103091955185,0.0019485668744891882,0.0031311768107116222,0.003188067115843296,0.002297667320817709,0.0028404067270457745,0.005260897800326347,0.0035354369319975376,0.002058271551504731,0.0020933831110596657,0.0032984064891934395,0.003448320785537362,0.0025940213818103075,0.0017410098807886243,0.005507986526936293,0.0037928184028714895,0.0026502558030188084,0.00510752247646451,0.003447140334174037,0.0021138235460966825,0.0021788093727082014,0.004362655803561211,0.0019270182820037007,E:\Image classification\1-Build a dataset\dataset\val\大象\197.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\198.jpg,4,大象,4,大象,26,马,27,驴,True,0.003834388917312026,0.002036906313151121,0.0034315036609768867,0.006438759155571461,0.758526623249054,0.006891630124300718,0.004235111642628908,0.013551618903875351,0.0040151989087462425,0.005912663880735636,0.003030959516763687,0.008688218891620636,0.0033756718039512634,0.005489455536007881,0.0035987994633615017,0.00773893715813756,0.0027483149897307158,0.002994423732161522,0.009398178197443485,0.01290830597281456,0.007672710344195366,0.003561593359336257,0.004424079321324825,0.0041387747041881084,0.0034635928459465504,0.006981812417507172,0.02543361485004425,0.018310973420739174,0.009424390271306038,0.005004831124097109,0.00833949726074934,0.0071981376968324184,0.003937821369618177,0.004594436846673489,0.0077124349772930145,0.010955692268908024,E:\Image classification\1-Build a dataset\dataset\val\大象\198.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\24.jpg,4,大象,4,大象,28,鬓狗,19,火鸡,True,0.0015534599078819156,0.0008579339482821524,0.001777266850695014,0.001425545196980238,0.9579785466194153,0.0010115099139511585,0.0007466811221092939,0.0006439154967665672,0.0009575359290465713,0.0010432344861328602,0.0009706148412078619,0.0009638097835704684,0.0014561458956450224,0.0012891734950244427,0.0011205357732251287,0.0014693386619910598,0.0015685573453083634,0.001255064271390438,0.0008313644793815911,0.0020050574094057083,0.0010828383965417743,0.001879861461929977,0.0009261896484531462,0.0019990429282188416,0.001290237414650619,0.0008192738750949502,0.0005831989692524076,0.0014660102315247059,0.0020230691879987717,0.0009163748472929001,0.0007936011534184217,0.0012867881450802088,0.0011962243588641286,0.0008104900480248034,0.0010206515435129404,0.0009808037430047989,E:\Image classification\1-Build a dataset\dataset\val\大象\24.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\29.jpg,4,大象,4,大象,3,大猩猩,24,金鱼,True,0.0016912809805944562,0.0022683690767735243,0.0008126657921820879,0.003922362811863422,0.9522456526756287,0.001239625969901681,0.0018329605227336287,0.0007346708443947136,0.0011614662362262607,0.001480085076764226,0.0016398265725001693,0.0019074685405939817,0.0007370822131633759,0.0013400670140981674,0.0014386714901775122,0.0013447327073663473,0.000809122750069946,0.0009695052867755294,0.0016554974718019366,0.0011598756536841393,0.0011378799099475145,0.0027806980069726706,0.001279488205909729,0.001182515756227076,0.0028633445035666227,0.0006368241156451404,0.00030458811670541763,0.0010476929601281881,0.001880240743048489,0.000792311446275562,0.000707678496837616,0.0008166388724930584,0.0009479484870098531,0.0011286432854831219,0.0010380542371422052,0.0010644992580637336,E:\Image classification\1-Build a dataset\dataset\val\大象\29.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\3.jpg,4,大象,4,大象,28,鬓狗,10,树袋熊,True,0.0019629693124443293,0.0021400165278464556,0.0012938324362039566,0.0030490464996546507,0.9256212115287781,0.0023923018015921116,0.001408211188390851,0.001289993291720748,0.0020242088939994574,0.0016243428690358996,0.0039453525096178055,0.0014953534118831158,0.0024215923622250557,0.002111935056746006,0.002498422749340534,0.002937859855592251,0.0021526303607970476,0.001544480794109404,0.001507995300926268,0.002633490366861224,0.0016442976193502545,0.0012720859376713634,0.0015696493210271,0.0018787495791912079,0.0031484521459788084,0.0010168422013521194,0.0007587678846903145,0.0015289539005607367,0.006067958194762468,0.0035335756838321686,0.002226702170446515,0.0017321426421403885,0.00291113811545074,0.0015280514489859343,0.001777461962774396,0.001349995844066143,E:\Image classification\1-Build a dataset\dataset\val\大象\3.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\36.jpg,4,大象,4,大象,14,河马,19,火鸡,True,0.0037146604154258966,0.004760791081935167,0.002776762004941702,0.020485205575823784,0.7864851951599121,0.0055196210741996765,0.002490963786840439,0.0022721521090716124,0.0038291607052087784,0.0032972649205476046,0.0022700196132063866,0.0032396200112998486,0.005447566509246826,0.003920576069504023,0.033641573041677475,0.004314466379582882,0.0026099986862391233,0.00396952498704195,0.0034906109794974327,0.029983166605234146,0.004298250190913677,0.003082800190895796,0.004534611012786627,0.006528071127831936,0.00470121530815959,0.0029626053292304277,0.002910044975578785,0.006435249466449022,0.0031339717097580433,0.005544257815927267,0.007119447458535433,0.0038447449915111065,0.006295104045420885,0.002202840754762292,0.0037888598162680864,0.004098996985703707,E:\Image classification\1-Build a dataset\dataset\val\大象\36.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\53.jpeg,4,大象,4,大象,14,河马,2,啄木鸟,True,0.005082051735371351,0.003983262460678816,0.007221945561468601,0.005392585415393114,0.8449988961219788,0.00392600242048502,0.006145477760583162,0.00236801546998322,0.003722140332683921,0.003231191076338291,0.004335641860961914,0.004210973624140024,0.005493920296430588,0.003329111961647868,0.008585065603256226,0.0068296692334115505,0.004159287083894014,0.0026988936588168144,0.004657479003071785,0.006800604052841663,0.0033079776912927628,0.002705102553591132,0.004518346395343542,0.004864684771746397,0.005681375041604042,0.0029941326938569546,0.0024915700778365135,0.0033127209171652794,0.005644079763442278,0.005231036338955164,0.004062844440340996,0.0029759607277810574,0.002923373831436038,0.0031852656975388527,0.005432387348264456,0.003496924415230751,E:\Image classification\1-Build a dataset\dataset\val\大象\53.jpeg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\58.jpg,4,大象,4,大象,28,鬓狗,3,大猩猩,True,0.0010139441583305597,0.0010733017697930336,0.0013934681192040443,0.001861336873844266,0.9593680500984192,0.0009443134185858071,0.0013529644347727299,0.0007192766643129289,0.0013219376560300589,0.0014933444326743484,0.0014411547454074025,0.0011707720113918185,0.0012854754459112883,0.0011833013268187642,0.0006552717532031238,0.0012429615017026663,0.0008589313365519047,0.0010893931612372398,0.0011174206156283617,0.0016260001575574279,0.000909381837118417,0.0009602453210391104,0.0008596599218435585,0.001724079018458724,0.0013541177613660693,0.0007798040751367807,0.000578509527258575,0.0008402117528021336,0.002604602836072445,0.0012957354774698615,0.0009548397501930594,0.0011219335719943047,0.0011265234788879752,0.0008108962210826576,0.0010907364776358008,0.0007759043364785612,E:\Image classification\1-Build a dataset\dataset\val\大象\58.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\6.jpg,4,大象,4,大象,12,毛毛虫,19,火鸡,True,0.0015748993027955294,0.002065979177132249,0.0021172617562115192,0.0019512663129717112,0.9107828736305237,0.0034141249489039183,0.0017463529948145151,0.0018431738717481494,0.002685842104256153,0.0011006088461726904,0.0016534036258235574,0.0012397599639371037,0.008263900876045227,0.00196707877330482,0.0017335503362119198,0.0022498525213450193,0.0028419014997780323,0.0017484077252447605,0.0017068133456632495,0.0061654397286474705,0.0016149962320923805,0.0020887756254523993,0.0018936210544779897,0.002281756605952978,0.0021189467515796423,0.0017033253097906709,0.0012833841610699892,0.003140226239338517,0.003134173806756735,0.0025938167236745358,0.00377023802138865,0.004523072857409716,0.0034984813537448645,0.0012222591321915388,0.004872789606451988,0.0014075967483222485,E:\Image classification\1-Build a dataset\dataset\val\大象\6.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\60.jpg,4,大象,4,大象,1,刺猬,19,火鸡,True,0.0009605861268937588,0.002187666716054082,0.0009642372606322169,0.0007099913200363517,0.9649567008018494,0.001694976817816496,0.001074551371857524,0.0008696460863575339,0.0010803431505337358,0.0009833573130890727,0.0007808036170899868,0.0007152477046474814,0.0012893910752609372,0.0006908095674589276,0.0007702250150032341,0.0013674716465175152,0.0010876752203330398,0.00048268563114106655,0.000672000227496028,0.0018091221572831273,0.0007095930050127208,0.0011778217740356922,0.0010629044845700264,0.000801317160949111,0.0009926310740411282,0.000557759718503803,0.00047356414142996073,0.001211158698424697,0.0008645695634186268,0.0008562750299461186,0.0009131444385275245,0.0014247078215703368,0.0006908526993356645,0.001021670177578926,0.0013049402041360736,0.0007895329035818577,E:\Image classification\1-Build a dataset\dataset\val\大象\60.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\66.jpg,4,大象,4,大象,19,火鸡,15,海豚,True,0.0013622237602248788,0.0018230342539027333,0.0014342016074806452,0.002052235184237361,0.9310833215713501,0.0025077504105865955,0.0018347330624237657,0.001645761076360941,0.002174460096284747,0.0023019490763545036,0.0012150448746979237,0.001304607023485005,0.0031286850571632385,0.00212393281981349,0.001208550063893199,0.003323235781863332,0.0023341388441622257,0.0010761093581095338,0.0014930855249986053,0.003983217291533947,0.0024681203067302704,0.0013063288060948253,0.001316809793934226,0.0017444363329559565,0.0021299822255969048,0.0017473009647801518,0.0012698810314759612,0.001859729760326445,0.0015850845957174897,0.002226525917649269,0.0028886571526527405,0.00244323187507689,0.0013807861832901835,0.0009300534147769213,0.003233972005546093,0.002058733254671097,E:\Image classification\1-Build a dataset\dataset\val\大象\66.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\67.jpg,4,大象,4,大象,27,驴,15,海豚,True,0.004062002524733543,0.0026226264890283346,0.0029506306163966656,0.005398483946919441,0.8849963545799255,0.0037951322738081217,0.0025082379579544067,0.0018986205104738474,0.001897214213386178,0.002498019952327013,0.0020427254494279623,0.004007142037153244,0.0024747205898165703,0.0054672034457325935,0.002101098420098424,0.0056747435592114925,0.0023865611292421818,0.0026491463650017977,0.003064034041017294,0.004552624188363552,0.0054604471661150455,0.001524371444247663,0.0024505096953362226,0.0032000518403947353,0.0031329034827649593,0.0036231752019375563,0.0021402863785624504,0.005932720378041267,0.004610839765518904,0.0023933693300932646,0.0037671304307878017,0.003239967627450824,0.0039299591444432735,0.0026650484651327133,0.0027260975912213326,0.002155752619728446,E:\Image classification\1-Build a dataset\dataset\val\大象\67.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\79.jpg,4,大象,4,大象,28,鬓狗,35,麋鹿,True,0.007830027490854263,0.006590837147086859,0.007776933256536722,0.009012254886329174,0.6787700653076172,0.005759754218161106,0.008644061163067818,0.008022199384868145,0.0067025781609117985,0.0040083411149680614,0.004917432088404894,0.00805943738669157,0.006425098981708288,0.00871125515550375,0.0061905947513878345,0.009227047674357891,0.0072316257283091545,0.0076065524481236935,0.006979862228035927,0.00900050438940525,0.0072884033434093,0.0083646634593606,0.009648648090660572,0.007818118669092655,0.008753239177167416,0.0061924755573272705,0.009964099153876305,0.014229494147002697,0.04973322153091431,0.004431356675922871,0.005043189972639084,0.0102601433172822,0.0037222306709736586,0.007763112895190716,0.007629161234945059,0.021691961213946342,E:\Image classification\1-Build a dataset\dataset\val\大象\79.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\83.jpg,4,大象,4,大象,1,刺猬,3,大猩猩,True,0.0032130288891494274,0.0054703643545508385,0.002990244422107935,0.004823902156203985,0.8832898139953613,0.002532164566218853,0.0034952799323946238,0.0029173174407333136,0.004714229144155979,0.003490376751869917,0.0034937486052513123,0.003883201628923416,0.002715516369789839,0.004066113848239183,0.0027759403456002474,0.00310792145319283,0.0026439072098582983,0.003288737265393138,0.003477667458355427,0.003734504571184516,0.0032633792143315077,0.0024032157380133867,0.004311651457101107,0.0039491355419158936,0.0035013386514037848,0.004082748666405678,0.0012412848882377148,0.003188028000295162,0.004333225078880787,0.002706564264371991,0.0023271553218364716,0.0023999225813895464,0.0023359113838523626,0.002730785170570016,0.004044633824378252,0.003057006048038602,E:\Image classification\1-Build a dataset\dataset\val\大象\83.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\84.jpg,4,大象,26,马,4,大象,27,驴,True,0.005847014486789703,0.0022486401721835136,0.004962026607245207,0.004038963466882706,0.2648063600063324,0.008691428229212761,0.0017442172393202782,0.006822435650974512,0.0015871393261477351,0.00405416963621974,0.0016451072879135609,0.011457315646111965,0.003818433964625001,0.0108634103089571,0.0022810143418610096,0.01953497901558876,0.00681123835965991,0.002868565497919917,0.00740475207567215,0.02198084071278572,0.006570411846041679,0.005973562598228455,0.003553413087502122,0.0023120183032006025,0.007765926420688629,0.0032452556770294905,0.4040055572986603,0.08678928017616272,0.010061121545732021,0.005856403615325689,0.009545587003231049,0.008032946847379208,0.005464456509798765,0.004539056681096554,0.0037403583992272615,0.03907659649848938,E:\Image classification\1-Build a dataset\dataset\val\大象\84.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\大象\9.jpg,4,大象,4,大象,3,大猩猩,19,火鸡,True,0.0023499089293181896,0.002470890060067177,0.0021537719294428825,0.00402881158515811,0.9238005876541138,0.0025255565997213125,0.0020969111938029528,0.0011474920902401209,0.0024433962535113096,0.0021000972483307123,0.0018712285673245788,0.0025934039149433374,0.0027370769530534744,0.0019586498383432627,0.001860754331573844,0.0026984703727066517,0.0020237243734300137,0.0015726197743788362,0.002473735949024558,0.0035288070794194937,0.0015152681153267622,0.0017379313940182328,0.001632491359487176,0.002667285269126296,0.0022551175206899643,0.0014751445269212127,0.0009764882852323353,0.00239080679602921,0.002075677737593651,0.0017120946431532502,0.002481339266523719,0.0026097213849425316,0.0022534956224262714,0.002441573655232787,0.001962690381333232,0.0013770830119028687,E:\Image classification\1-Build a dataset\dataset\val\大象\9.jpg,4
E:\Image classification\1-Build a dataset\dataset\val\天鹅\13.jpg,5,天鹅,5,天鹅,32,鹅,34,鹬,True,0.0021680379286408424,0.0052282982505857944,0.0023785477969795465,0.002793037798255682,0.003975441213697195,0.8394651412963867,0.004218455404043198,0.0033415695652365685,0.0047864108346402645,0.005278687458485365,0.0024831441696733236,0.0014874950284138322,0.003944697789847851,0.006395192816853523,0.0065201083198189735,0.0031633409671485424,0.00230252742767334,0.002466353354975581,0.0024609870743006468,0.003946835175156593,0.0030812695622444153,0.0031303325667977333,0.004746308084577322,0.004216804634779692,0.0031922159250825644,0.0036125415936112404,0.0018884569872170687,0.004254378844052553,0.0030706822872161865,0.0030660282354801893,0.002656396245583892,0.0016989507712423801,0.03394222632050514,0.004363225307315588,0.007531022187322378,0.006744841579347849,E:\Image classification\1-Build a dataset\dataset\val\天鹅\13.jpg,5
E:\Image classification\1-Build a dataset\dataset\val\天鹅\20.jpg,5,天鹅,5,天鹅,32,鹅,24,金鱼,True,0.0008248237427324057,0.0011448824079707265,0.000737828784622252,0.0018903545569628477,0.0021203781943768263,0.948663592338562,0.0014848271384835243,0.0006382496212609112,0.0008424638654105365,0.0014870534650981426,0.0010273696389049292,0.0003719321684911847,0.0013329327339306474,0.0021095317788422108,0.001357913832180202,0.0015600036131218076,0.0006333576166070998,0.0007691304781474173,0.0009501180029474199,0.001959696179255843,0.0009938646107912064,0.0006445216713473201,0.0007942418451420963,0.0006646745023317635,0.0038161256816238165,0.0011169128119945526,0.0005709758843295276,0.0019470443949103355,0.001346259145066142,0.0021752037573605776,0.0011572969378903508,0.0014214349212124944,0.007803631480783224,0.0017493771156296134,0.0009052007808350027,0.000986871775239706,E:\Image classification\1-Build a dataset\dataset\val\天鹅\20.jpg,5
