X,Y,Z,标注类别名称,预测类别,图像路径
-1.0705818,4.684262,-7.093776,毛毛虫,树袋熊,E:\Image classification\1-Build a dataset\dataset\val\毛毛虫\93.jpg
5.804653,-10.9429655,-1.4843428,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\10.jpg
5.727168,-10.462013,-2.7799487,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\11.jpeg
-6.354712,-8.132032,0.7408104,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\12.jpg
6.4090333,-9.263253,-1.5053712,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\14.jpg
5.8286414,-11.583894,-4.052989,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\17.jpeg
7.7641196,-9.751877,-2.242552,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\20.jpg
7.1618724,-10.4189825,-3.842027,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\26.jpg
7.6932855,-8.389137,-2.0030265,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\36.png
7.778348,-11.182606,-0.7416041,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\41.jpg
6.627883,-10.733649,-5.432761,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\47.jpg
8.026054,-11.022787,-4.986056,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\8.jpg
0.93504965,-8.322593,13.443502,水母,斑马,E:\Image classification\1-Build a dataset\dataset\val\水母\81.jpg
6.5681677,-12.112263,-2.6856704,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\88.jpg
6.6019845,-12.400111,-5.4350257,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\9.jpg
2.7542036,-7.979423,0.61233157,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\94.jpg
8.16014,-12.111926,-4.1382747,水母,水母,E:\Image classification\1-Build a dataset\dataset\val\水母\97.jpg
9.471191,-0.54387397,15.626742,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\1.png
8.81263,0.2602412,14.032016,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\13.jpg
8.113672,-1.722361,16.505323,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\24.png
6.7580485,-0.51653075,16.49333,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\30.jpg
7.15146,0.9418164,15.105812,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\36.jpg
8.507715,-2.1615663,14.547238,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\4.jpg
7.9548836,-0.49154633,15.239712,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\48.jpg
7.8931794,0.6272417,16.905453,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\55.jpg
9.039085,-0.36835098,17.221067,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\58.jpeg
9.960517,-1.0245993,13.93507,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\59.jpeg
4.286963,0.7473322,11.88252,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\6.png
9.744368,-2.4929187,16.077162,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\71.jpg
6.655625,-1.3166049,14.757473,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\80.jpg
6.674283,0.2703593,13.504994,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\82.jpg
8.242572,-1.3460225,12.662995,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\93.jpg
9.046047,1.0726535,15.869714,河马,河马,E:\Image classification\1-Build a dataset\dataset\val\河马\96.jpg
8.99602,2.324165,4.791457,海豚,大象,E:\Image classification\1-Build a dataset\dataset\val\海豚\1.jpg
13.522347,-6.2080092,2.9131105,海豚,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\海豚\2.jpg
16.351938,-3.692989,0.6847589,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\22.jpg
15.228358,-5.6789513,2.3109727,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\24.png
15.388878,-5.647603,-0.4413826,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\27.jpg
16.040813,-6.9782224,0.5999689,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\34.jpg
13.086021,-3.7617476,0.2758371,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\36.jpg
15.01905,-4.6852145,0.5899073,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\38.jpg
13.263563,-4.620667,1.7003783,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\43.jpg
13.974136,-5.9994593,0.95452183,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\44.jpg
13.809663,-5.2916493,-1.1712705,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\46.jpg
11.7465925,-3.4125335,3.7502825,海豚,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\海豚\54.jpg
11.714834,-5.926332,1.2024798,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\57.jpg
14.0710335,-6.917196,-1.0903733,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\71.jpg
16.277298,-5.551937,1.3419462,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\8.jpg
11.045607,-6.402403,-0.32904857,海豚,海豚,E:\Image classification\1-Build a dataset\dataset\val\海豚\92.jpg
4.6729546,-4.3920293,-3.0491724,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\0.jpg
2.9941761,-0.50641304,-1.8987514,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\20.jpg
3.7903836,-3.2291229,-4.3359795,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\22.png
4.21567,-3.2279277,-3.265554,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\29.jpg
3.3331916,-3.6112413,-1.8887346,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\37.jpg
1.8479543,-2.100969,-2.7497313,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\4.jpg
3.043357,-4.7090325,-4.553378,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\42.jpg
1.591419,-1.8934885,0.012226332,海豹,熊,E:\Image classification\1-Build a dataset\dataset\val\海豹\47.png
11.313524,-8.470465,1.6339154,海豹,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\海豹\51.jpeg
2.8745663,-4.3435135,-3.263969,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\53.jpg
13.007081,2.5323668,3.8313677,海豹,刺猬,E:\Image classification\1-Build a dataset\dataset\val\海豹\65.jpg
-0.088246085,-1.616424,-3.208076,海豹,毛毛虫,E:\Image classification\1-Build a dataset\dataset\val\海豹\68.jpg
5.031107,-1.7502844,-4.7764587,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\72.jpg
2.446479,-2.0341036,-1.7328985,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\76.jpg
1.2816406,-3.276488,-1.3024822,海豹,海豹,E:\Image classification\1-Build a dataset\dataset\val\海豹\79.jpg
10.109901,4.993495,7.127171,海豹,大象,E:\Image classification\1-Build a dataset\dataset\val\海豹\90.jpg
-1.008834,-7.284667,3.4300313,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\18.jpg
-0.09647661,-7.8843145,4.148219,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\23.jpg
0.0085609555,-7.448986,6.5198317,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\29.png
-1.0044513,-8.826347,5.847611,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\3.jpg
10.117423,-7.307301,4.0398397,海马,鲸鱼,E:\Image classification\1-Build a dataset\dataset\val\海马\37.jpg
0.7042667,-9.541567,5.522249,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\39.jpg
0.5316239,-9.675693,3.5790002,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\5.jpg
-0.63236505,-9.132293,4.1685467,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\53.jpg
-1.3594222,-6.490708,5.128972,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\66.jpg
-1.6653249,-8.486901,4.230109,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\67.jpg
7.4639587,-9.410506,1.5779723,海马,水母,E:\Image classification\1-Build a dataset\dataset\val\海马\68.jpeg
1.5531269,-7.516028,5.802897,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\77.jpg
0.39963758,-5.94609,5.633717,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\79.jpg
-3.1948476,-8.4861355,5.8222117,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\86.jpg
0.6410209,-8.948251,6.990299,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\9.jpg
1.1431112,-7.502774,2.22154,海马,海马,E:\Image classification\1-Build a dataset\dataset\val\海马\97.jpg
12.57228,1.1575462,-8.872375,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\0.jpg
15.623022,-0.16765133,-9.428997,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\100.jpg
14.108694,2.3786447,-7.1024747,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\11.jpg
13.010274,-0.5690291,-9.640975,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\22.jpg
12.792138,1.3604189,-6.8391757,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\3.jpg
12.576298,-0.4220459,-7.506418,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\30.jpg
15.746134,0.42340124,-7.373228,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\33.jpg
14.033879,-0.3134923,-6.594945,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\34.jpg
14.290727,0.7631064,-9.862166,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\36.jpg
13.190696,4.8890076,-7.7819285,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\51.jpg
13.99318,0.4885362,-8.272623,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\62.jpg
13.920011,-1.0133795,-8.03426,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\7.jpg
14.96358,1.5794401,-8.583967,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\76.jpg
11.517576,2.1796932,-5.692546,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\85.jpg
11.023449,2.0874627,-8.402407,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\94.jpg
13.230492,2.7051103,-9.221058,火烈鸟,火烈鸟,E:\Image classification\1-Build a dataset\dataset\val\火烈鸟\96.jpg
-1.7764306,18.163288,-0.5198414,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\14.jpeg
-1.847069,19.776663,-0.76022124,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\16.jpg
-0.25239903,18.710852,-0.41373825,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\25.jpg
-4.1175613,18.404678,-0.25801122,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\32.jpg
-1.4993227,16.22311,0.94388425,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\36.jpg
-3.1891541,16.077353,0.48946723,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\52.jpg
-1.2480733,16.486937,-0.7244454,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\53.jpg
0.755282,17.290897,-0.65162843,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\55.jpg
-0.84161156,18.121864,-1.569907,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\56.jpg
-0.24495858,17.652418,0.5187994,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\61.jpg
-2.3697393,18.2299,1.088862,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\63.jpg
-1.535444,14.530249,1.7087486,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\75.jpg
-1.0751859,19.450893,1.1916522,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\90.jpg
0.7599192,15.113683,-0.5364694,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\91.jpg
-4.6394787,17.552664,0.38030353,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\93.jpg
-1.8614923,15.116552,-0.8138033,火鸡,火鸡,E:\Image classification\1-Build a dataset\dataset\val\火鸡\95.jpg
-11.642955,12.56881,1.325516,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\10.png
-9.856644,11.485471,2.4823723,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\12.jpg
-8.951493,10.029991,-0.1642287,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\18.jpg
-9.48706,12.15912,0.31318042,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\23.jpg
-11.397754,10.6801605,1.1390226,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\25.jpg
-10.652142,8.843323,0.110778406,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\29.jpg
-7.870147,7.659043,-0.71490777,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\33.jpg
-8.974086,9.185146,2.6540763,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\36.jpeg
-8.856294,8.589053,1.1764176,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\41.jpg
-11.0253315,9.990191,2.8309917,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\44.jpg
-8.317412,11.097706,1.5436813,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\50.jpg
-10.476727,10.738399,-0.5406037,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\56.jpg
-10.825545,8.362952,1.7880616,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\76.jpg
-12.022028,9.779883,-0.20461692,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\79.jpg
-12.051115,9.120442,1.3219925,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\85.jpg
-10.112413,9.952561,1.2800561,灰狼,灰狼,E:\Image classification\1-Build a dataset\dataset\val\灰狼\91.jpg
-9.754685,15.320543,-10.817173,熊,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊\22.jpg
1.0624797,5.1682687,-4.062531,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\23.jpg
-2.5732849,1.4046971,-4.7079387,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\37.jpg
-2.4273968,-1.6054239,-2.341685,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\45.jpg
1.9013816,-0.4813945,-4.7777414,熊,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\熊\51.jpg
-1.6623607,2.1444147,-4.5520673,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\52.jpg
-0.19778654,6.3927236,-2.8497717,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\56.jpg
-0.98142546,4.670546,-3.2202685,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\64.jpg
-7.394661,-0.83140504,-2.6973743,熊,鸽子,E:\Image classification\1-Build a dataset\dataset\val\熊\69.jpg
-2.1554868,5.9203,-3.4392464,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\73.jpg
-0.2636639,4.208695,-4.549449,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\79.jpg
-1.0572423,3.317035,-5.254315,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\83.jpg
-0.6619365,6.7866297,-3.7899942,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\89.jpg
-2.869076,4.7322335,0.24339858,熊,鬓狗,E:\Image classification\1-Build a dataset\dataset\val\熊\9.jpg
-3.933577,6.9096847,-5.4438486,熊,小浣熊,E:\Image classification\1-Build a dataset\dataset\val\熊\96.jpg
1.0416523,6.1230226,-5.054253,熊,熊,E:\Image classification\1-Build a dataset\dataset\val\熊\97.jpg
-9.7552185,12.967362,-11.371102,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\0.jpeg
-10.468671,13.850291,-9.8831625,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\100.jpeg
-9.769572,13.138653,-8.028103,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\18.jpg
-9.54842,15.778547,-8.918199,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\20.png
-6.5690665,13.500398,-9.596802,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\23.jpg
-9.408496,12.152502,-9.7017145,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\29.jpeg
-7.292488,14.722891,-11.015337,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\36.jpg
-7.1280403,15.326571,-9.295735,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\4.jpg
-8.138564,13.215083,-10.285853,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\52.jpg
-8.196453,14.4734335,-7.987583,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\56.jpg
-7.9917006,11.613328,-10.942944,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\64.jpg
-6.8428273,12.751032,-11.852465,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\70.jpg
-8.852542,14.32504,-9.5486355,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\8.jpg
-8.7070465,14.159382,-11.771367,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\84.jpg
-8.188786,16.174994,-10.333048,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\85.jpg
-7.8541265,12.5873165,-8.57824,熊猫,熊猫,E:\Image classification\1-Build a dataset\dataset\val\熊猫\96.png
3.2361577,1.9514925,-16.497461,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\0.jpg
6.301387,1.6084749,-11.291462,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\18.jpg
3.2236784,0.6508295,-11.460427,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\30.jpeg
5.4414024,1.7308629,-14.767356,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\31.jpg
4.5873504,0.8384483,-13.641136,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\40.jpg
4.258964,0.07391108,-15.452396,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\47.jpg
3.7977202,1.6120515,-15.131942,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\51.jpg
3.812781,-0.5545942,-14.165961,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\52.jpg
6.027807,2.584228,-11.089166,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\59.jpg
5.3527956,0.69551617,-12.130685,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\62.jpeg
6.407105,0.07908858,-14.151191,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\65.jpg
3.111845,1.055434,-13.060123,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\80.jpg
6.8045297,-0.8325608,-10.453005,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\82.jpg
4.8602962,-0.92484504,-13.429035,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\93.jpg
2.6254008,8.117695,4.243046,蝙蝠,大猩猩,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\94.jpg
4.3759847,2.4399261,-13.779092,蝙蝠,蝙蝠,E:\Image classification\1-Build a dataset\dataset\val\蝙蝠\97.jpeg
2.859045,-17.186344,1.4007566,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\1.jpg
2.5329654,-15.911255,3.87285,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\15.jpg
5.65667,-12.425071,1.1862912,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\23.jpg
4.896347,-16.401398,-0.3856833,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\24.jpg
3.344831,-15.516494,0.3598191,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\28.jpg
4.04587,-15.756542,1.9309365,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\38.jpg
3.6371558,-17.434822,3.1045642,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\42.jpg
4.130977,-18.784927,1.5977117,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\45.jpg
1.4840508,-13.287155,-0.215003,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\50.jpg
5.2804775,-16.783981,1.8366873,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\51.jpg
3.9029903,-17.362617,0.41783896,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\54.jpg
2.5700738,-15.667348,1.8519137,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\55.jpg
4.5276756,-15.274724,3.1997337,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\65.jpg
3.3218484,-14.362354,1.6908853,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\66.jpg
5.1273417,-14.787631,1.3580297,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\69.jpg
-0.61194956,-13.270672,-0.19576226,金鱼,金鱼,E:\Image classification\1-Build a dataset\dataset\val\金鱼\94.jpg
-10.302014,3.3880959,9.297381,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\16.png
-12.041854,3.8716688,8.643795,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\19.jpg
-10.760924,5.9754667,8.365105,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\22.jpeg
-11.615457,3.2269294,9.808255,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\26.png
-9.905543,4.112596,7.8633475,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\4.jpg
-9.510709,4.316537,6.1351867,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\42.jpg
-10.749842,7.0160775,9.508431,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\50.jpg
-9.249227,6.925049,9.777345,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\62.jpg
-11.317009,2.560149,8.318302,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\73.png
-9.375151,6.928504,8.516312,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\75.jpg
-8.806135,5.3178005,8.150215,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\77.jpg
-0.9889948,6.494169,-6.2977242,霍加狓,熊,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\81.jpg
1.7005855,0.4756037,10.448439,霍加狓,麋鹿,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\83.png
-9.330725,5.2316036,9.796739,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\85.jpg
-10.704299,5.290623,9.994319,霍加狓,霍加狓,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\95.jpg
-7.574474,-8.822298,-5.949484,霍加狓,鹦鹉,E:\Image classification\1-Build a dataset\dataset\val\霍加狓\98.png
0.8359452,8.945706,13.857018,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\100.jpg
-1.0171477,9.228008,13.787166,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\13.jpg
-2.0380883,10.656949,12.819561,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\19.jpg
-0.62466097,10.370867,14.682887,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\29.jpg
-3.5429688,7.8670554,14.189949,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\30.jpg
0.14417674,6.713901,13.473219,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\31.jpg
-1.5490915,7.3412204,14.496446,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\43.jpg
-0.96156317,9.308972,11.950232,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\49.jpeg
-0.69025767,7.945183,12.911516,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\51.jpg
-2.3527482,8.3745165,13.319101,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\64.jpg
-2.7105186,10.134674,14.50727,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\66.jpg
-0.0154563105,10.39242,13.220689,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\67.jpeg
-0.19120656,8.158615,15.115609,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\73.jpg
-2.7674463,7.8135047,10.629451,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\79.jpg
2.2056017,9.481833,8.865579,马,驴,E:\Image classification\1-Build a dataset\dataset\val\马\90.jpg
-5.378175,6.760103,14.999955,马,马,E:\Image classification\1-Build a dataset\dataset\val\马\94.jpeg
-1.3044704,9.572164,7.924116,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\19.jpg
-1.674221,7.302698,9.265151,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\33.jpg
-1.5550331,5.85748,12.32547,驴,马,E:\Image classification\1-Build a dataset\dataset\val\驴\37.jpg
-2.0070655,8.203633,6.2108393,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\42.jpg
-0.038859203,7.852424,9.164594,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\44.jpg
-3.7332752,8.239253,7.691497,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\49.jpg
-2.8948407,9.386714,7.157522,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\55.jpg
-3.814969,7.422102,6.58335,驴,驴,E:\Image classification\1-Build a dataset\dataset\val\驴\7.jpeg
